ordem;percentil;distancia_sexto_vizinho;distancia_geometrica_normalizada;eh_joelho
553;5.5205520552055205;0.05341437373057898;0.03244735415409446;False
554;5.530553055305531;0.05344378349500753;0.032525515573523706;False
555;5.540554055405541;0.05344902776355315;0.03262162959537115;False
556;5.5505550555055505;0.05345306906202452;0.03271863730645088;False
557;5.56055605560556;0.05347105667056501;0.03280528427173487;False
558;5.57055705570557;0.05350261365056862;0.03288185051977961;False
559;5.5805580558055805;0.053519912081138356;0.03296900947696163;False
560;5.59055905590559;0.0535423068103246;0.03305238238219134;False
561;5.600560056005601;0.0535423068103246;0.03315239238319144;False
562;5.6105610561056105;0.05355662123401219;0.03324176816594278;False
563;5.62056205620562;0.053588313178658954;0.033318234148443995;False
564;5.630563056305631;0.05359308634022555;0.03341469815674865;False
565;5.6405640564056405;0.05361247274247177;0.03350030595497454;False
566;5.65056505650565;0.0536445796764863;0.03357646364092089;False
567;5.660566056605661;0.053681104136206956;0.033649339536869716;False
568;5.6705670567056705;0.05368505253822596;0.03374641626093737;False
569;5.680568056805681;0.05368505253822596;0.03384642626193747;False
570;5.690569056905691;0.05368832853835869;0.033944002514911475;False
571;5.7005700570057005;0.05368832853835869;0.034044012515911576;False
572;5.710571057105711;0.05369396817850842;0.03413983281528585;False
